Family,Member,Total_Images,Avg_Similarity,Status
F0469,MID1,5,0.7530038952827454,processed
F1016,MID1,9,0.491752028465271,processed
F1016,MID5,8,0.5090118646621704,processed
F1016,MID6,6,0.6541041731834412,processed
F1016,MID2,9,0.5514283776283264,processed
F1016,MID3,8,0.5306640863418579,processed
F1016,MID4,9,0.7050979733467102,processed
F0454,MID3,8,0.5628657341003418,processed
F0454,MID2,3,0.8727254867553711,processed
F0454,MID1,10,0.6942437887191772,processed
F0637,MID1,7,0.7343723177909851,processed
F0637,MID3,5,0.5672332644462585,processed
F0637,MID2,4,0.5843261480331421,processed
F0743,MID1,8,0.49417465925216675,processed
F0743,MID4,3,0.6047000885009766,processed
F0743,MID2,5,0.6105532646179199,processed
F0850,MID5,5,0.6367840766906738,processed
F0850,MID2,7,0.7088506817817688,processed
F0850,MID3,8,0.6946982145309448,processed
F0850,MID1,8,0.7732143402099609,processed
F0850,MID4,4,0.6758819818496704,processed
F0077,MID6,3,0.5423497557640076,processed
F0077,MID1,10,0.5934092402458191,processed
F0077,MID2,3,0.6985819339752197,processed
F0077,MID3,7,0.4481081962585449,processed
F0840,MID3,2,0.7558972835540771,processed
F0840,MID2,8,0.424083948135376,processed
F0840,MID1,9,0.6246659755706787,processed
F0029,MID3,8,0.5103274583816528,processed
F0029,MID5,4,0.5876182913780212,processed
F0029,MID7,4,0.6275706887245178,processed
F0029,MID4,6,0.5333903431892395,processed
F0029,MID6,4,0.5304895639419556,processed
F0029,MID2,6,0.5044572949409485,processed
F0029,MID1,2,0.7092288732528687,processed
F0393,MID1,5,0.5128775835037231,processed
F0393,MID2,6,0.44606533646583557,processed
F0004,MID5,6,0.5343672633171082,processed
F0004,MID2,7,0.5804859399795532,processed
F0004,MID4,5,0.6519118547439575,processed
F0004,MID3,8,0.614775538444519,processed
F0004,MID1,18,0.634552001953125,processed
F0004,MID7,3,0.7526015639305115,processed
F0004,MID6,3,0.7565048336982727,processed
F0325,MID7,3,0.5045819282531738,processed
F0325,MID4,4,0.6875031590461731,processed
F0325,MID6,3,0.5769872069358826,processed
F0325,MID3,4,0.695581316947937,processed
F0325,MID2,6,0.7353499531745911,processed
F0325,MID1,6,0.7478883266448975,processed
F0325,MID5,3,0.586644172668457,processed
F0449,MID1,4,0.6857112646102905,processed
F0449,MID2,4,0.6473050117492676,processed
F0449,MID3,2,0.8636934757232666,processed
F0171,MID3,6,0.5943741202354431,processed
F0171,MID6,2,0.6042189598083496,processed
F0171,MID1,7,0.7113417983055115,processed
F0171,MID5,5,0.3899710178375244,processed
F0171,MID7,2,0.79133540391922,processed
F0473,MID1,3,0.7224757075309753,processed
F0473,MID5,6,0.5340561866760254,processed
F0473,MID6,3,0.45090439915657043,processed
F0473,MID2,7,0.7079690098762512,processed
F0473,MID3,2,0.8388803005218506,processed
F0190,MID2,6,0.49394896626472473,processed
F0190,MID1,16,0.5654959082603455,processed
F0190,MID4,13,0.4955778419971466,processed
F0734,MID5,2,0.6629610061645508,processed
F0734,MID3,2,0.7818001508712769,processed
F0734,MID1,4,0.6705136895179749,processed
F0734,MID4,3,0.6174543499946594,processed
F0734,MID2,3,0.691809356212616,processed
F0187,MID2,11,0.6989966034889221,processed
F0187,MID3,14,0.5901573896408081,processed
F0187,MID1,16,0.5550558567047119,processed
F0894,MID3,3,0.6889028549194336,processed
F0894,MID1,10,0.7370884418487549,processed
F0894,MID2,8,0.6897977590560913,processed
F0111,MID2,6,0.5347735285758972,processed
F0111,MID5,7,0.7089777588844299,processed
F0111,MID1,7,0.6865890622138977,processed
F0111,MID4,5,0.6148216724395752,processed
F0111,MID3,2,0.7585203647613525,processed
F0174,MID5,4,0.6584615707397461,processed
F0174,MID7,4,0.5608176589012146,processed
F0174,MID4,4,0.4976383447647095,processed
F0174,MID2,3,0.7154545783996582,processed
F0174,MID1,11,0.5757326483726501,processed
F0174,MID3,6,0.5729184746742249,processed
F0174,MID6,5,0.419501930475235,processed
F0569,MID1,6,0.7075698971748352,processed
F0569,MID3,2,0.8440629243850708,processed
F0350,MID2,5,0.49362534284591675,processed
F0350,MID3,8,0.4284238815307617,processed
F0350,MID1,6,0.6960486769676208,processed
F0350,MID4,7,0.4242505431175232,processed
F0889,MID1,4,0.6354373693466187,processed
F0889,MID2,2,0.5955641269683838,processed
F0889,MID4,3,0.7167775630950928,processed
F0888,MID3,10,0.5337565541267395,processed
F0888,MID1,10,0.6419339179992676,processed
F0888,MID2,8,0.547633945941925,processed
F0009,MID2,28,0.49333542585372925,processed
F0009,MID3,15,0.39030447602272034,processed
F0009,MID7,7,0.5396639108657837,processed
F0009,MID5,13,0.6476221084594727,processed
F0009,MID4,20,0.39565572142601013,processed
F0009,MID6,28,0.5234254598617554,processed
F0009,MID1,42,0.5079050660133362,processed
F0956,MID1,9,0.6709203720092773,processed
F0956,MID5,2,0.7552281022071838,processed
F0956,MID3,5,0.5802833437919617,processed
F0956,MID2,6,0.5384113192558289,processed
F0956,MID6,4,0.7737151384353638,processed
F0956,MID4,4,0.6807690858840942,processed
F0195,MID2,3,0.7850001454353333,processed
F0195,MID1,6,0.625796377658844,processed
F0195,MID3,2,0.5358160138130188,processed
F0892,MID4,7,0.6898540258407593,processed
F0892,MID1,10,0.7276914119720459,processed
F0892,MID3,6,0.7066027522087097,processed
F0892,MID2,10,0.7379132509231567,processed
F0269,MID4,4,0.47937527298927307,processed
F0269,MID6,3,0.4790949821472168,processed
F0269,MID3,6,0.3106674253940582,processed
F0269,MID5,4,0.6531084775924683,processed
F0269,MID1,15,0.4797040820121765,processed
F0269,MID2,9,0.4819297790527344,processed
F0373,MID1,7,0.5750693678855896,processed
F0373,MID2,3,0.5373454093933105,processed
F0373,MID3,8,0.778892993927002,processed
F0373,MID4,5,0.8980231285095215,processed
F0583,MID7,2,0.820672869682312,processed
F0583,MID1,18,0.5127730369567871,processed
F0583,MID3,5,0.5009095668792725,processed
F0583,MID5,4,0.5262622833251953,processed
F0583,MID4,2,0.6620715856552124,processed
F0583,MID2,10,0.4140469431877136,processed
F0583,MID6,4,0.6777796745300293,processed
F0744,MID2,4,0.611910343170166,processed
F0744,MID1,3,0.589245080947876,processed
F0811,MID4,4,0.5521416664123535,processed
F0811,MID5,3,0.7385302186012268,processed
F0811,MID2,5,0.4414660930633545,processed
F0811,MID3,3,0.5083943009376526,processed
F0811,MID1,4,0.675451397895813,processed
F0759,MID7,2,0.8671174049377441,processed
F0759,MID2,5,0.641606330871582,processed
F0759,MID8,2,0.7771782875061035,processed
F0759,MID6,2,0.8276224136352539,processed
F0759,MID11,3,0.8742730021476746,processed
F0759,MID12,3,0.8392336964607239,processed
F0759,MID4,2,0.5540444850921631,processed
F0759,MID3,2,0.6069591045379639,processed
F0759,MID1,7,0.6852728724479675,processed
F0759,MID14,2,0.8922284841537476,processed
F0868,MID2,9,0.5331138968467712,processed
F0868,MID3,3,0.48156318068504333,processed
F0868,MID1,9,0.6307498812675476,processed
F0291,MID2,3,0.6486074924468994,processed
F0291,MID6,3,0.7918666005134583,processed
F0291,MID1,10,0.6948546171188354,processed
F0291,MID4,2,0.829301118850708,processed
F0291,MID8,3,0.4934150278568268,processed
F0291,MID5,8,0.6535802483558655,processed
F0680,MID2,6,0.5306649804115295,processed
F0680,MID1,10,0.7191042900085449,processed
F0680,MID4,4,0.749970555305481,processed
F0680,MID3,3,0.7730129361152649,processed
F0886,MID3,2,0.7121347188949585,processed
F0886,MID1,9,0.5307352542877197,processed
F0886,MID7,3,0.5110318064689636,processed
F0886,MID2,2,0.6082152128219604,processed
F0886,MID5,5,0.553918182849884,processed
F0254,MID5,3,0.7933201193809509,processed
F0254,MID2,4,0.7139862775802612,processed
F0254,MID4,2,0.8333398699760437,processed
F0254,MID1,9,0.6027116775512695,processed
F0550,MID1,11,0.5567111968994141,processed
F0550,MID3,3,0.5835938453674316,processed
F0550,MID2,2,0.8143320679664612,processed
F0550,MID4,5,0.3908035159111023,processed
F0377,MID4,5,0.7104526162147522,processed
F0377,MID2,7,0.7797256112098694,processed
F0377,MID1,10,0.6238111257553101,processed
F0377,MID3,3,0.6675429940223694,processed
F0132,MID3,5,0.4665025770664215,processed
F0132,MID2,4,0.7227979302406311,processed
F0132,MID4,2,0.7649238705635071,processed
F0132,MID1,8,0.6533583998680115,processed
F0951,MID2,5,0.6250787973403931,processed
F0951,MID3,8,0.5967891812324524,processed
F0951,MID1,6,0.7073610424995422,processed
F0284,MID1,9,0.6071245670318604,processed
F0284,MID2,6,0.725037157535553,processed
F0284,MID3,6,0.49205777049064636,processed
F0216,MID5,3,0.6255490183830261,processed
F0216,MID4,3,0.712670624256134,processed
F0216,MID1,8,0.7544621229171753,processed
F0216,MID2,4,0.7194461822509766,processed
F0216,MID3,4,0.5578575134277344,processed
F0216,MID7,2,0.7736212611198425,processed
F0909,MID4,4,0.594399631023407,processed
F0909,MID1,9,0.6543619632720947,processed
F0909,MID2,7,0.5879101157188416,processed
F0722,MID2,8,0.5203706622123718,processed
F0722,MID3,7,0.5904960632324219,processed
F0722,MID1,18,0.5646973252296448,processed
F0722,MID4,2,0.7018614411354065,processed
F0960,MID1,10,0.6066295504570007,processed
F0960,MID5,2,0.8358337879180908,processed
F0960,MID4,2,0.8513174653053284,processed
F0960,MID2,6,0.7033678889274597,processed
F0960,MID3,8,0.7048497796058655,processed
F0738,MID5,5,0.6111099720001221,processed
F0738,MID7,3,0.5911209583282471,processed
F0738,MID6,4,0.549061119556427,processed
F0738,MID1,7,0.6948693990707397,processed
F0738,MID3,5,0.6569264531135559,processed
F0738,MID2,7,0.6230714917182922,processed
F0738,MID4,5,0.5858280062675476,processed
F0544,MID1,6,0.675706684589386,processed
F0544,MID4,4,0.5822436213493347,processed
F0544,MID3,9,0.6284692883491516,processed
F0867,MID3,5,0.606311023235321,processed
F0867,MID1,7,0.7060221433639526,processed
F0867,MID2,10,0.5880441069602966,processed
F0368,MID4,3,0.7769564986228943,processed
F0368,MID3,5,0.770856499671936,processed
F0368,MID2,3,0.8727253079414368,processed
F0368,MID1,9,0.666560709476471,processed
F0368,MID5,2,0.7830387353897095,processed
F0128,MID3,9,0.5599485635757446,processed
F0128,MID6,5,0.6854575872421265,processed
F0128,MID4,2,0.9478325843811035,processed
F0128,MID2,14,0.5696552395820618,processed
F0128,MID5,5,0.691559910774231,processed
F0128,MID7,3,0.7217679023742676,processed
F0128,MID1,15,0.6710370779037476,processed
F0532,MID2,4,0.7102751731872559,processed
F0532,MID4,2,0.806585431098938,processed
F0532,MID3,3,0.6945819854736328,processed
F0532,MID1,7,0.6927981376647949,processed
F0532,MID5,2,0.7756674289703369,processed
F0504,MID1,9,0.7435657978057861,processed
F0504,MID2,9,0.6691153049468994,processed
F0688,MID3,5,0.818740963935852,processed
F0688,MID1,8,0.6304470300674438,processed
F0688,MID2,4,0.7784498929977417,processed
F0688,MID4,3,0.7790842056274414,processed
F0588,MID5,2,0.7640666961669922,processed
F0588,MID2,4,0.7570720911026001,processed
F0588,MID3,6,0.6287431716918945,processed
F0588,MID4,3,0.5532145500183105,processed
F0588,MID1,10,0.5831839442253113,processed
F1003,MID6,6,0.6179128289222717,processed
F1003,MID3,3,0.6120466589927673,processed
F1003,MID5,5,0.5832528471946716,processed
F1003,MID2,10,0.679929792881012,processed
F1003,MID7,4,0.5904673933982849,processed
F1003,MID1,10,0.7687005400657654,processed
F0115,MID4,4,0.712333083152771,processed
F0115,MID3,5,0.8150470852851868,processed
F0115,MID1,10,0.6962195038795471,processed
F0115,MID2,7,0.7603170275688171,processed
F0280,MID1,10,0.46149054169654846,processed
F0280,MID4,4,0.6154991388320923,processed
F0280,MID3,5,0.5888276696205139,processed
F0720,MID3,5,0.6531156897544861,processed
F0720,MID1,12,0.6924646496772766,processed
F0720,MID2,11,0.6142967939376831,processed
F0720,MID4,4,0.6354010105133057,processed
F0234,MID2,5,0.6793923377990723,processed
F0234,MID5,2,0.7593991756439209,processed
F0234,MID1,10,0.585173487663269,processed
F0234,MID6,2,0.9502666592597961,processed
F0234,MID3,4,0.6255123615264893,processed
F0234,MID4,5,0.5303748846054077,processed
F0415,MID1,6,0.38801130652427673,processed
F0415,MID2,6,0.5609309077262878,processed
F0415,MID3,3,0.5327357053756714,processed
F0714,MID2,10,0.620984673500061,processed
F0714,MID4,6,0.47851622104644775,processed
F0714,MID3,7,0.4554455578327179,processed
F0714,MID1,12,0.6270591020584106,processed
F0478,MID4,2,0.8864775896072388,processed
F0478,MID2,12,0.536186158657074,processed
F0478,MID3,15,0.5399036407470703,processed
F0478,MID1,12,0.5995226502418518,processed
F0478,MID5,2,0.6876275539398193,processed
F0355,MID1,15,0.674775242805481,processed
F0355,MID2,6,0.8076732754707336,processed
F0355,MID3,10,0.6699290871620178,processed
F0611,MID1,10,0.3522859513759613,processed
F0611,MID2,6,0.4377490282058716,processed
F0611,MID3,3,0.4947946071624756,processed
F0611,MID4,7,0.28524231910705566,processed
F0135,MID1,4,0.737383246421814,processed
F0135,MID2,2,0.639697790145874,processed
F0607,MID3,8,0.6321590542793274,processed
F0607,MID1,8,0.7467474937438965,processed
F0607,MID2,9,0.7332138419151306,processed
F0068,MID4,3,0.8619546890258789,processed
F0068,MID5,4,0.5875434279441833,processed
F0068,MID2,5,0.5077418684959412,processed
F0068,MID3,3,0.5737449526786804,processed
F0068,MID1,6,0.6988301873207092,processed
F0298,MID5,2,0.528537392616272,processed
F0298,MID4,5,0.5893958806991577,processed
F0298,MID6,2,0.6177589893341064,processed
F0298,MID3,7,0.6561049222946167,processed
F0298,MID1,10,0.6990238428115845,processed
F0298,MID2,7,0.7011678814888,processed
F0998,MID3,5,0.45712047815322876,processed
F0998,MID4,5,0.5009905099868774,processed
F0998,MID2,5,0.6259934306144714,processed
F0998,MID1,2,0.8724359273910522,processed
F0382,MID2,10,0.6737251281738281,processed
F0382,MID3,2,0.7810417413711548,processed
F0382,MID1,10,0.6181932687759399,processed
F0235,MID1,3,0.7954784035682678,processed
F0235,MID2,2,0.9056568145751953,processed
F0235,MID3,3,0.8164755702018738,processed
F0985,MID4,3,0.7972041964530945,processed
F0985,MID1,10,0.7034534215927124,processed
F0985,MID2,7,0.7582057118415833,processed
F0376,MID6,6,0.5863873362541199,processed
F0376,MID7,4,0.6805678606033325,processed
F0376,MID3,2,0.8825920224189758,processed
F0376,MID8,14,0.5462546944618225,processed
F0376,MID4,14,0.4864320158958435,processed
F0376,MID1,16,0.6572065949440002,processed
F0376,MID5,5,0.5018481612205505,processed
F0023,MID4,4,0.6815303564071655,processed
F0023,MID6,5,0.6286836862564087,processed
F0023,MID1,11,0.4955631494522095,processed
F0118,MID6,10,0.31620103120803833,processed
F0118,MID2,23,0.5384689569473267,processed
F0118,MID7,13,0.4464847445487976,processed
F0118,MID5,2,0.5752708911895752,processed
F0118,MID3,2,0.6306132078170776,processed
F0118,MID1,24,0.5845919251441956,processed
F0118,MID4,12,0.3658335506916046,processed
F0272,MID4,2,0.7359678745269775,processed
F0272,MID2,5,0.7302735447883606,processed
F0272,MID5,7,0.7043694853782654,processed
F0272,MID1,15,0.6658710241317749,processed
F0501,MID3,7,0.6477594971656799,processed
F0501,MID4,5,0.6049429178237915,processed
F0501,MID2,5,0.6731019020080566,processed
F0501,MID1,8,0.6639758348464966,processed
F0501,MID5,3,0.6152887940406799,processed
F0378,MID1,2,0.7431161403656006,processed
F0576,MID3,7,0.6691569685935974,processed
F0576,MID4,9,0.5193749666213989,processed
F0576,MID2,9,0.5243196487426758,processed
F0576,MID1,7,0.5983769297599792,processed
F0884,MID1,8,0.5271773934364319,processed
F0884,MID3,7,0.5186216235160828,processed
F0884,MID2,7,0.5214706659317017,processed
F0793,MID1,10,0.574347198009491,processed
F0793,MID2,6,0.7139182090759277,processed
F0793,MID4,3,0.5128654837608337,processed
F0539,MID2,6,0.7138568758964539,processed
F0539,MID3,5,0.6681854724884033,processed
F0539,MID4,4,0.759889543056488,processed
F0539,MID1,6,0.7935986518859863,processed
F0379,MID3,4,0.8099334239959717,processed
F0379,MID1,13,0.6974693536758423,processed
F0379,MID2,9,0.73403400182724,processed
F0796,MID6,2,0.765373945236206,processed
F0796,MID1,7,0.7037197351455688,processed
F0796,MID3,9,0.6542609333992004,processed
F0796,MID7,4,0.6663883924484253,processed
F0796,MID4,8,0.7009500861167908,processed
F0796,MID8,2,0.8707284927368164,processed
F0796,MID2,7,0.6622415781021118,processed
F0746,MID2,4,0.5853580236434937,processed
F0746,MID3,3,0.737339198589325,processed
F0746,MID1,7,0.6180366277694702,processed
F0746,MID4,2,0.7428587675094604,processed
F0881,MID3,7,0.7196134328842163,processed
F0881,MID2,6,0.7147740721702576,processed
F0881,MID5,2,0.8668389320373535,processed
F0881,MID4,3,0.5286499857902527,processed
F0881,MID1,9,0.7277396321296692,processed
F0090,MID12,2,0.5376878976821899,processed
F0090,MID1,19,0.5582848787307739,processed
F0090,MID11,3,0.5337331295013428,processed
F0090,MID10,2,0.8529161810874939,processed
F0090,MID16,2,0.7357929944992065,processed
F0090,MID2,6,0.5715795755386353,processed
F0090,MID4,9,0.31916382908821106,processed
F0090,MID7,6,0.41364148259162903,processed
F0090,MID13,2,0.8090970516204834,processed
F0090,MID9,2,0.7644157409667969,processed
F0090,MID8,2,0.8537886142730713,processed
F0090,MID6,3,0.7477807402610779,processed
F0391,MID2,3,0.7546797394752502,processed
F0391,MID1,4,0.7053194046020508,processed
F0987,MID7,5,0.4932008683681488,processed
F0987,MID4,22,0.4789385497570038,processed
F0987,MID13,3,0.6373407244682312,processed
F0987,MID5,6,0.633487343788147,processed
F0987,MID3,22,0.49932146072387695,processed
F0987,MID8,3,0.4796440601348877,processed
F0987,MID10,10,0.3816305994987488,processed
F0987,MID6,11,0.6233187317848206,processed
F0987,MID16,3,0.640052318572998,processed
F0987,MID12,2,0.7376732230186462,processed
F0987,MID14,3,0.6216233372688293,processed
F0987,MID2,23,0.5780242085456848,processed
F0987,MID9,17,0.44400012493133545,processed
F0987,MID11,4,0.5914498567581177,processed
F0987,MID1,8,0.597845196723938,processed
F0987,MID15,3,0.6166133284568787,processed
F0362,MID2,8,0.6888555884361267,processed
F0362,MID3,4,0.6543660759925842,processed
F0362,MID4,5,0.44878721237182617,processed
F0362,MID5,4,0.6541366577148438,processed
F0362,MID1,8,0.7056218385696411,processed
F0229,MID3,7,0.5326209664344788,processed
F0229,MID1,4,0.849578857421875,processed
F0229,MID4,6,0.6380850672721863,processed
F0229,MID2,9,0.6296095252037048,processed
F0413,MID1,6,0.6463251113891602,processed
F0413,MID5,4,0.7690474390983582,processed
F0642,MID1,18,0.5020560026168823,processed
F0642,MID3,3,0.8291028141975403,processed
F0642,MID5,6,0.4739284813404083,processed
F0642,MID2,7,0.6776951551437378,processed
F0642,MID4,8,0.6644507050514221,processed
F0642,MID7,3,0.8170666694641113,processed
F0642,MID6,4,0.2982449233531952,processed
F0286,MID2,10,0.5210622549057007,processed
F0286,MID3,3,0.7159125804901123,processed
F0286,MID1,7,0.513882577419281,processed
F0566,MID1,9,0.6045671701431274,processed
F0566,MID3,6,0.6590674519538879,processed
F0566,MID5,3,0.7188393473625183,processed
F0566,MID2,3,0.8437089323997498,processed
F0726,MID1,8,0.5613247752189636,processed
F0726,MID4,5,0.5745313763618469,processed
F0726,MID3,5,0.7245723009109497,processed
F0726,MID2,3,0.6925517916679382,processed
F0747,MID2,4,0.7996647953987122,processed
F0747,MID3,2,0.8419708013534546,processed
F0747,MID1,7,0.7041149735450745,processed
F0271,MID3,4,0.6559914946556091,processed
F0271,MID2,7,0.6470983624458313,processed
F0271,MID1,9,0.5877369046211243,processed
F0829,MID3,2,0.5304152965545654,processed
F0829,MID1,10,0.59029620885849,processed
F0829,MID4,2,0.6295840740203857,processed
F0829,MID6,4,0.6846265196800232,processed
F0829,MID2,8,0.6382215023040771,processed
F0941,MID2,6,0.7204301357269287,processed
F0941,MID4,4,0.748343825340271,processed
F0941,MID3,4,0.7240211963653564,processed
F0941,MID1,8,0.668149471282959,processed
F0817,MID4,7,0.586543083190918,processed
F0817,MID3,9,0.5451531410217285,processed
F0817,MID1,8,0.6773480176925659,processed
F0817,MID2,3,0.6926978230476379,processed
F0262,MID1,9,0.6738080978393555,processed
F0262,MID4,6,0.4693012535572052,processed
F0262,MID7,2,0.6731681227684021,processed
F0262,MID5,10,0.4140084385871887,processed
F0262,MID2,5,0.7011733651161194,processed
F0262,MID6,8,0.5369213223457336,processed
F0262,MID3,5,0.5361558198928833,processed
F0647,MID4,3,0.7891717553138733,processed
F0647,MID1,11,0.536754846572876,processed
F0647,MID2,11,0.5647791028022766,processed
F0647,MID3,2,0.7592530846595764,processed
F0086,MID2,10,0.5278054475784302,processed
F0086,MID1,14,0.6099590063095093,processed
F0086,MID3,5,0.6541234850883484,processed
F0086,MID4,3,0.7357118129730225,processed
F0704,MID5,3,0.7757861018180847,processed
F0704,MID1,8,0.7582451105117798,processed
F0704,MID3,6,0.6233534812927246,processed
F0704,MID4,3,0.7668662071228027,processed
F0704,MID2,8,0.6316261291503906,processed
F0289,MID5,4,0.5301304459571838,processed
F0289,MID1,10,0.6953164339065552,processed
F0289,MID4,4,0.6310532093048096,processed
F0289,MID2,9,0.4921353757381439,processed
F0971,MID1,9,0.6724640130996704,processed
F0971,MID3,5,0.5832338333129883,processed
F0971,MID2,5,0.548847496509552,processed
F0971,MID5,2,0.7674545049667358,processed
F0971,MID4,2,0.8470746874809265,processed
F0940,MID1,10,0.5815848112106323,processed
F0940,MID4,5,0.6486220359802246,processed
F0940,MID2,5,0.5686208605766296,processed
F0940,MID3,4,0.625680685043335,processed
F0559,MID3,2,0.6508612632751465,processed
F0559,MID1,8,0.5536221265792847,processed
F0559,MID2,9,0.4504711329936981,processed
F0184,MID3,2,0.7479803562164307,processed
F0184,MID2,5,0.6270393133163452,processed
F0184,MID1,8,0.6516035199165344,processed
F0184,MID4,3,0.6536028385162354,processed
F0636,MID1,2,0.8130043745040894,processed
F0636,MID4,2,0.7992884516716003,processed
F0636,MID2,2,0.8286746144294739,processed
F0595,MID4,8,0.6384721994400024,processed
F0595,MID2,4,0.4497004449367523,processed
F0595,MID5,4,0.5126744508743286,processed
F0595,MID3,7,0.7113600373268127,processed
F0595,MID6,2,0.7384719252586365,processed
F0595,MID1,18,0.5217840671539307,processed
F0783,MID4,5,0.49916648864746094,processed
F0783,MID1,5,0.7404323220252991,processed
F0783,MID2,2,0.9156862497329712,processed
F0783,MID5,2,0.7444027066230774,processed
F0783,MID3,7,0.7140916585922241,processed
F0467,MID3,4,0.5420168042182922,processed
F0467,MID2,2,0.7697464227676392,processed
F0467,MID4,2,0.8264996409416199,processed
F0467,MID1,8,0.5059441328048706,processed
F0186,MID3,5,0.6682928204536438,processed
F0186,MID4,2,0.8186178803443909,processed
F0186,MID2,3,0.7997133135795593,processed
F0186,MID1,8,0.7047253847122192,processed
F0143,MID4,5,0.7074158191680908,processed
F0143,MID1,14,0.6084165573120117,processed
F0143,MID2,16,0.5805590152740479,processed
F0143,MID5,3,0.5754169821739197,processed
F0143,MID3,11,0.5341029763221741,processed
F0906,MID1,9,0.5054981708526611,processed
F0906,MID2,6,0.568202555179596,processed
F0928,MID1,9,0.6306807398796082,processed
F0928,MID2,7,0.6839385032653809,processed
F0928,MID3,4,0.6261751651763916,processed
F0064,MID6,8,0.5450509190559387,processed
F0064,MID4,15,0.5137546062469482,processed
F0064,MID2,8,0.6321331262588501,processed
F0064,MID1,22,0.644088089466095,processed
F0064,MID3,11,0.6663674712181091,processed
F0064,MID5,13,0.5619873404502869,processed
F0517,MID1,9,0.6579182147979736,processed
F0517,MID2,6,0.7113420963287354,processed
F0517,MID3,7,0.6599980592727661,processed
F0517,MID5,4,0.5718873143196106,processed
F0517,MID4,4,0.7045406103134155,processed
F0196,MID2,7,0.37881574034690857,processed
F0196,MID1,7,0.4950859248638153,processed
F0295,MID1,10,0.549432098865509,processed
F0295,MID2,5,0.7366973757743835,processed
F0295,MID6,4,0.6557028889656067,processed
F0295,MID4,3,0.7458202242851257,processed
F0295,MID3,3,0.8264975547790527,processed
F0295,MID5,3,0.6437767148017883,processed
F0426,MID1,21,0.4836910367012024,processed
F0426,MID4,3,0.48505255579948425,processed
F0426,MID2,16,0.5071933269500732,processed
F0426,MID3,5,0.4029879570007324,processed
F0141,MID5,5,0.6861078143119812,processed
F0141,MID4,4,0.6709339022636414,processed
F0141,MID6,5,0.7019031643867493,processed
F0141,MID1,8,0.5339537858963013,processed
F0141,MID3,3,0.7499164938926697,processed
F0141,MID2,8,0.5812829732894897,processed
F0453,MID2,10,0.6285169720649719,processed
F0453,MID4,4,0.465786874294281,processed
F0453,MID1,9,0.6663815379142761,processed
F0453,MID3,6,0.5724378228187561,processed
F0016,MID5,2,0.49867475032806396,processed
F0016,MID2,4,0.4652778208255768,processed
F0016,MID1,3,0.6888558864593506,processed
F0802,MID3,6,0.31540432572364807,processed
F0802,MID5,4,0.5413987040519714,processed
F0802,MID4,4,0.40363386273384094,processed
F0802,MID1,4,0.7010645866394043,processed
F0802,MID2,5,0.696236252784729,processed
F0942,MID2,9,0.6280292868614197,processed
F0942,MID3,3,0.6928433775901794,processed
F0942,MID1,9,0.7591172456741333,processed
F0149,MID3,3,0.45702648162841797,processed
F0149,MID2,3,0.7850211262702942,processed
F0149,MID4,2,0.6807529926300049,processed
F0149,MID1,7,0.6468470692634583,processed
F0780,MID4,2,0.8568172454833984,processed
F0780,MID1,10,0.6582061648368835,processed
F0780,MID3,8,0.7356040477752686,processed
F0780,MID2,6,0.7391131520271301,processed
F0079,MID1,10,0.6734145879745483,processed
F0079,MID4,5,0.8177455067634583,processed
F0079,MID2,9,0.7516334652900696,processed
F0079,MID3,5,0.5149608850479126,processed
F0401,MID1,4,0.7331253290176392,processed
F0401,MID7,3,0.537989616394043,processed
F0401,MID4,3,0.7958887219429016,processed
F0401,MID3,2,0.7628901600837708,processed
F0401,MID2,2,0.8061122894287109,processed
F0401,MID8,3,0.5914123058319092,processed
F0401,MID6,4,0.5391679406166077,processed
F0319,MID2,4,0.34844082593917847,processed
F0319,MID3,2,0.8832671642303467,processed
F0319,MID1,8,0.5998679399490356,processed
F0319,MID5,2,0.7695719599723816,processed
F0503,MID1,2,0.5942773818969727,processed
F0804,MID1,8,0.6477583646774292,processed
F0804,MID2,2,0.8972592949867249,processed
F0804,MID4,5,0.7836570739746094,processed
F0804,MID6,3,0.8526945114135742,processed
F0757,MID3,4,0.5536963939666748,processed
F0757,MID1,9,0.6352919340133667,processed
F0757,MID2,7,0.551515519618988,processed
F0757,MID8,2,0.6578993201255798,processed
F0395,MID1,5,0.6225408315658569,processed
F0395,MID2,2,0.754654049873352,processed
F0437,MID2,4,0.8559084534645081,processed
F0437,MID1,5,0.761244535446167,processed
F0098,MID4,7,0.5457722544670105,processed
F0098,MID2,5,0.620492160320282,processed
F0098,MID5,2,0.8470697402954102,processed
F0098,MID1,10,0.6921520233154297,processed
F0098,MID3,8,0.6320517063140869,processed
F0848,MID1,12,0.7611026763916016,processed
F0848,MID2,7,0.7252722382545471,processed
F0848,MID3,6,0.7189812064170837,processed
F0848,MID4,7,0.7713465690612793,processed
F0848,MID5,10,0.7558445930480957,processed
F0848,MID6,2,0.8782225847244263,processed
F0387,MID7,2,0.7639364004135132,processed
F0387,MID1,8,0.5342801809310913,processed
F0387,MID4,2,0.7481725811958313,processed
F0387,MID5,2,0.7254336476325989,processed
F0387,MID2,6,0.6306291222572327,processed
F0387,MID6,2,0.6600084900856018,processed
F0387,MID3,2,0.7395368218421936,processed
F0911,MID5,4,0.8217179775238037,processed
F0911,MID2,6,0.7088431715965271,processed
F0911,MID1,9,0.6731747388839722,processed
F0911,MID4,5,0.6881066560745239,processed
